County,Year,Total,Felony Total,Drug Felony,Violent Felony,DWI Felony,Other Felony,Misdemeanor Total,Drug Misd,DWI Misd,Property Misd,Other Misd
Putnam,1979,1149,266,12,68,4,182,883,43,337,250,253
Putnam,1980,1317,298,31,54,5,208,1019,53,461,246,259
Putnam,1981,1391,318,29,89,5,195,1073,65,523,234,251
Putnam,1982,1611,282,37,71,12,162,1329,69,772,208,280
Putnam,1983,1433,240,28,78,24,110,1193,60,658,189,286
Putnam,1984,1345,251,33,64,10,144,1094,52,583,202,257
Putnam,1985,1272,267,42,55,4,166,1005,55,504,222,224
Putnam,1986,1610,335,70,89,7,169,1275,154,522,290,309
Putnam,1987,1724,265,59,68,9,129,1459,161,646,300,352
Putnam,1988,1595,340,74,75,13,178,1255,117,526,265,347
Putnam,1989,1825,403,114,91,11,187,1422,180,529,286,427
Putnam,1990,2093,421,104,83,19,215,1672,140,629,394,509
Putnam,1991,2092,470,131,92,18,229,1622,166,695,298,463
Putnam,1992,1829,402,77,77,24,224,1427,83,625,262,457
Putnam,1993,1733,422,129,85,18,190,1311,93,511,213,494
Putnam,1994,1552,351,90,71,19,171,1201,80,455,280,386
Putnam,1995,1415,365,120,62,24,159,1050,81,371,219,379
Putnam,1996,1315,361,71,88,22,180,954,83,298,219,354
Putnam,1997,1342,318,57,66,14,181,1024,60,378,219,367
Putnam,1998,1423,308,57,72,17,162,1115,71,369,220,455
Putnam,1999,1449,350,74,57,21,198,1099,60,381,237,421
Putnam,2000,1288,270,51,66,13,140,1018,68,355,197,398
Putnam,2001,1217,262,38,56,12,156,955,64,275,201,415
Putnam,2002,1371,315,40,77,15,183,1056,141,280,179,456
Putnam,2003,1429,333,63,67,17,186,1096,77,372,216,431
Putnam,2004,1353,305,54,43,22,186,1048,89,412,176,371
Putnam,2005,1519,379,76,93,15,195,1140,82,379,205,474
Putnam,2006,1476,339,55,99,20,165,1137,103,387,188,459
Putnam,2007,1444,340,76,70,26,168,1104,110,392,170,432
Putnam,2008,1714,434,98,87,40,209,1280,108,553,181,438
Putnam,2009,1565,356,80,80,51,145,1209,134,494,187,394
Putnam,2010,1652,375,93,69,56,157,1277,186,442,213,436
Putnam,2011,1561,373,98,67,43,165,1188,190,451,178,369
Putnam,2012,1524,379,109,45,56,169,1145,256,398,159,332
Putnam,2013,1499,330,103,47,52,128,1169,200,430,190,349
Putnam,2014,1269,333,86,52,45,150,936,187,346,155,248
Putnam,2015,1156,272,67,47,36,122,884,185,336,122,241
Queens,1970,13248,8240,2036,2007,13,4184,5008,2402,471,1104,1031
Queens,1971,15947,9497,1885,2410,15,5187,6450,2085,561,1916,1888
Queens,1972,17691,9545,1199,3118,7,5221,8146,1288,716,2770,3372
Queens,1973,16200,8748,801,3416,10,4521,7452,834,789,2898,2931
Queens,1974,20171,10179,837,3946,8,5388,9992,1001,965,3899,4127
Queens,1975,19859,10471,688,4371,3,5409,9388,977,809,4080,3522
Queens,1976,21107,12089,997,4713,4,6375,9018,946,738,3942,3392
Queens,1977,21283,12248,981,4613,5,6649,9035,767,574,4245,3449
Queens,1978,21842,12177,804,4916,3,6454,9665,1145,539,3775,4206
Queens,1979,23487,13179,1207,5148,20,6804,10308,1324,562,4291,4131
Queens,1980,23421,13935,1407,5454,19,7055,9486,1385,491,4027,3583
Queens,1981,23207,13137,1300,5865,12,5960,10070,2083,474,3728,3785
Queens,1982,24893,13666,1200,6322,78,6066,11227,2037,699,4381,4110
Queens,1983,24512,13354,1617,5875,56,5806,11158,1784,1091,4328,3955
Queens,1984,26946,13532,1716,5854,30,5932,13414,2736,1579,4202,4897
Queens,1985,28081,13761,2195,5973,18,5575,14320,2790,1549,4353,5628
Queens,1986,32023,17833,4145,7190,19,6479,14190,3008,1421,4310,5451
Queens,1987,36105,19658,4650,7845,15,7148,16447,3641,1403,5524,5879
Queens,1988,40985,22612,6472,8063,24,8053,18373,4626,1571,5873,6303
Queens,1989,40567,22277,5785,8514,31,7947,18290,5083,1397,5824,5986
Queens,1990,38008,21461,5725,8718,23,6995,16547,4208,1281,5371,5687
Queens,1991,37220,20684,5197,8880,15,6592,16536,3817,1369,5492,5858
Queens,1992,36199,19374,4798,8638,27,5911,16825,3234,1473,5921,6197
Queens,1993,36935,18904,4677,8529,14,5684,18031,2887,1323,7042,6779
Queens,1994,43109,19464,4522,8567,32,6343,23645,4696,1319,8108,9522
Queens,1995,44958,19718,4041,8705,34,6938,25240,5515,1766,7927,10032
Queens,1996,44335,19817,4440,7785,180,7412,24518,5634,1149,7741,9994
Queens,1997,48432,19785,3757,8198,179,7651,28647,8198,1211,7940,11298
Queens,1998,51872,19855,4515,7860,211,7269,32017,10533,1278,7930,12276
Queens,1999,49811,18607,3671,7147,206,7583,31204,10373,967,7557,12307
Queens,2000,51269,17932,3694,6779,196,7263,33337,12733,1025,7379,12200
Queens,2001,45370,16052,2473,6370,183,7026,29318,10484,1076,6416,11342
Queens,2002,45578,15885,2433,5890,204,7358,29693,11487,1263,6134,10809
Queens,2003,46444,15414,2131,5676,168,7439,31030,11253,1455,7517,10805
Queens,2004,46230,16509,2889,5368,249,8003,29721,7075,2083,7991,12572
Queens,2005,49022,17107,3144,5458,292,8213,31915,7916,2571,8154,13274
Queens,2006,52908,17989,3573,5614,318,8484,34919,8956,2848,8693,14422
Queens,2007,56279,18459,3524,5640,327,8968,37820,10005,2935,9804,15076
Queens,2008,56760,17814,2989,5728,286,8811,38946,10519,2848,10357,15222
Queens,2009,57380,17255,2687,5601,253,8714,40125,10488,2926,10530,16181
Queens,2010,59417,17736,2527,5610,244,9355,41681,11215,2666,11368,16432
Queens,2011,58547,17424,2418,5828,218,8960,41123,11417,2487,11527,15692
Queens,2012,56968,17998,2350,5846,245,9557,38970,9507,2496,11357,15610
Queens,2013,60768,19621,2637,6036,341,10607,41147,9004,2634,12398,17111
Queens,2014,60556,19064,2234,5683,330,10817,41492,8867,2557,13136,16932
Queens,2015,54358,19013,2257,5697,269,10790,35345,6178,1960,12042,15165
Rensselaer,1970,379,237,71,45,0,121,142,94,0,18,30
Rensselaer,1971,716,273,40,64,1,168,443,202,39,85,117
Rensselaer,1972,1086,393,128,71,6,188,693,199,56,151,287
Rensselaer,1973,1220,364,86,89,7,182,856,299,67,201,289
Rensselaer,1974,1214,449,98,88,3,260,765,153,85,238,289
Rensselaer,1975,1215,435,75,116,4,240,780,145,76,231,328
Rensselaer,1976,1444,494,79,128,14,273,950,140,199,234,377
Rensselaer,1977,1743,517,44,118,24,331,1226,72,357,353,444
Rensselaer,1978,2389,605,43,130,32,400,1784,76,607,465,636
Rensselaer,1979,2536,670,37,168,22,443,1866,49,549,576,692
Rensselaer,1980,2712,677,41,190,32,414,2035,58,724,573,680
Rensselaer,1981,2622,618,39,207,49,323,2004,63,794,530,617
Rensselaer,1982,2242,538,20,213,38,267,1704,25,613,478,588
Rensselaer,1983,2408,524,22,173,42,287,1884,37,851,451,545
Rensselaer,1984,2214,483,19,183,28,253,1731,51,660,485,535
Rensselaer,1985,2364,489,33,181,23,252,1875,55,890,412,518
Rensselaer,1986,2508,539,38,173,42,286,1969,48,801,524,596
Rensselaer,1987,2551,524,57,190,15,262,2027,64,766,571,626
Rensselaer,1988,2881,619,130,172,20,297,2262,94,911,609,648
Rensselaer,1989,3208,665,107,197,41,320,2543,98,932,700,813
Rensselaer,1990,3510,766,87,244,62,373,2744,91,1008,760,885
Rensselaer,1991,3372,807,119,270,44,374,2565,57,823,860,825
Rensselaer,1992,3173,734,101,225,65,343,2439,65,708,835,831
Rensselaer,1993,3295,845,199,258,56,332,2450,164,638,755,893
Rensselaer,1994,3045,811,182,237,61,331,2234,104,551,613,966
Rensselaer,1995,3301,813,175,247,54,337,2488,116,508,707,1157
Rensselaer,1996,3272,835,146,265,60,364,2437,118,466,685,1168
Rensselaer,1997,3348,984,233,261,66,424,2364,99,549,577,1139
Rensselaer,1998,3386,903,178,233,51,441,2483,126,537,643,1177
Rensselaer,1999,3448,849,168,222,64,395,2599,177,655,590,1177
Rensselaer,2000,3438,927,159,262,88,418,2511,135,621,623,1132
Rensselaer,2001,3456,968,160,271,65,472,2488,136,589,582,1181
Rensselaer,2002,3446,971,164,256,55,496,2475,97,557,557,1264
Rensselaer,2003,3301,944,180,260,49,455,2357,120,465,547,1225
Rensselaer,2004,3521,1074,220,254,65,535,2447,122,577,517,1231
Rensselaer,2005,3354,1042,220,238,69,515,2312,127,551,502,1132
Rensselaer,2006,3524,1072,193,243,73,563,2452,139,601,463,1249
Rensselaer,2007,3591,1092,194,269,65,564,2499,166,577,503,1253
Rensselaer,2008,3462,1035,152,262,70,551,2427,137,459,577,1254
Rensselaer,2009,3591,1084,169,295,56,564,2507,217,489,664,1137
Rensselaer,2010,3744,1140,152,266,99,623,2604,182,572,754,1096
Rensselaer,2011,3487,1096,167,255,80,594,2391,214,425,784,968
Rensselaer,2012,3732,1271,184,294,91,702,2461,223,463,718,1057
Rensselaer,2013,3469,1130,167,290,67,606,2339,228,401,678,1032
Rensselaer,2014,3268,1042,145,249,69,579,2226,268,427,657,874
Rensselaer,2015,3400,1089,145,235,57,652,2311,257,450,745,859
Richmond,1970,1447,913,216,241,0,456,534,274,71,65,124
Richmond,1971,1780,999,226,279,1,493,781,234,67,209,271
Richmond,1972,2362,1097,177,372,2,546,1265,141,98,435,591
Richmond,1973,2764,1221,133,438,1,649,1543,238,220,529,556
Richmond,1974,3174,1291,86,480,0,725,1883,176,175,767,765
Richmond,1975,2887,1182,65,499,0,618,1705,123,172,837,573
Richmond,1976,3000,1328,71,592,2,663,1672,158,139,762,613
Richmond,1977,3246,1392,65,578,2,747,1854,113,132,980,629
Richmond,1978,3270,1435,65,660,1,709,1835,90,151,894,700
Richmond,1979,3836,1764,76,760,0,928,2072,132,136,1076,728
Richmond,1980,3786,1805,71,787,0,947,1981,112,154,919,796
Richmond,1981,4028,1894,94,879,2,919,2134,190,178,970,796
Richmond,1982,3960,1837,54,1011,5,767,2123,184,207,963,769
Richmond,1983,4363,1903,77,1011,3,812,2460,308,365,893,894
Richmond,1984,5293,2103,92,1160,4,847,3190,364,624,1060,1142
Richmond,1985,5632,2146,120,1119,1,906,3486,465,539,1071,1411
Richmond,1986,5863,2327,399,1092,0,836,3536,436,503,1050,1547
Richmond,1987,6902,2693,536,1188,0,969,4209,557,561,1337,1754
Richmond,1988,6937,3030,581,1271,1,1177,3907,518,511,1263,1615
Richmond,1989,6866,3026,587,1308,0,1131,3840,491,482,1177,1690
Richmond,1990,6835,3157,558,1413,0,1186,3678,314,418,1245,1701
Richmond,1991,6956,3329,534,1521,0,1274,3627,344,389,1149,1745
Richmond,1992,6255,3016,450,1515,1,1050,3239,269,506,989,1475
Richmond,1993,6085,2898,484,1372,1,1041,3187,341,494,1025,1327
Richmond,1994,7153,3308,709,1442,0,1157,3845,698,391,1155,1601
Richmond,1995,8496,3581,884,1591,0,1106,4915,888,382,1501,2144
Richmond,1996,9183,3745,992,1588,0,1165,5438,999,421,1719,2299
Richmond,1997,9957,3938,936,1674,2,1326,6019,1453,539,1571,2456
Richmond,1998,10291,3671,1255,1175,3,1238,6620,2519,437,1284,2380
Richmond,1999,10132,4070,1766,1121,5,1178,6062,2041,371,1395,2255
Richmond,2000,10680,3918,1531,1101,6,1280,6762,2705,339,1359,2359
Richmond,2001,9687,3278,979,1081,3,1215,6409,2047,394,1420,2548
Richmond,2002,9475,3001,789,1025,7,1180,6474,2468,460,1361,2185
Richmond,2003,8976,2634,535,907,5,1187,6342,2218,499,1321,2304
Richmond,2004,8513,2569,602,917,13,1037,5944,1512,632,1377,2423
Richmond,2005,9081,2882,841,909,15,1117,6199,1583,613,1476,2527
Richmond,2006,10513,3412,1172,945,13,1282,7101,1840,655,1676,2930
Richmond,2007,10672,3568,1147,903,15,1503,7104,2176,543,1447,2938
Richmond,2008,13003,3837,1095,1079,10,1653,9166,3486,449,2073,3158
Richmond,2009,11593,3739,1080,978,14,1667,7854,2656,426,1790,2982
Richmond,2010,11990,3627,895,956,14,1762,8363,2967,407,1924,3065
Richmond,2011,12091,3542,784,1067,20,1671,8549,3324,498,1778,2949
Richmond,2012,11431,3409,654,1056,25,1674,8022,2707,456,1869,2990
Richmond,2013,11194,3583,763,1069,54,1697,7611,2361,575,1961,2714
Richmond,2014,11886,3759,782,1082,54,1841,8127,2569,524,2202,2832
Richmond,2015,9838,3402,718,1047,76,1561,6436,1572,549,1826,2489
Rockland,1970,1034,457,113,118,4,222,577,181,48,130,218
Rockland,1971,1449,636,188,124,6,318,813,239,75,158,341
Rockland,1972,1874,654,170,162,6,316,1220,254,192,302,472
Rockland,1973,2034,683,141,179,5,358,1351,241,287,400,423
Rockland,1974,2071,691,138,169,11,373,1380,221,296,456,407
Rockland,1975,2454,742,115,176,8,443,1712,163,352,685,512
Rockland,1976,2854,891,147,236,16,492,1963,186,281,830,666
Rockland,1977,2978,833,130,244,15,444,2145,133,322,922,768
Rockland,1978,3077,884,116,253,24,491,2193,75,281,1002,835
Rockland,1979,2992,861,81,245,27,508,2131,87,300,914,830
Rockland,1980,3457,940,85,256,38,561,2517,108,441,1081,887
Rockland,1981,3049,932,77,280,48,527,2117,105,428,875,709
Rockland,1982,2744,797,91,256,43,407,1947,172,456,652,667
Rockland,1983,3104,903,115,275,77,436,2201,173,641,647,740
Rockland,1984,3242,884,87,253,98,446,2358,184,926,533,715
Rockland,1985,3420,911,117,246,101,447,2509,201,1012,634,662
Rockland,1986,3030,977,123,218,105,531,2053,231,659,510,653
Rockland,1987,3214,808,132,230,88,358,2406,264,618,782,742
Rockland,1988,3631,1002,236,224,121,421,2629,415,578,833,803
Rockland,1989,3650,1081,317,277,103,384,2569,403,613,729,824
Rockland,1990,3802,1191,314,311,106,460,2611,260,624,715,1012
Rockland,1991,3486,1107,295,336,83,393,2379,257,574,641,907
Rockland,1992,3251,1074,281,287,112,394,2177,291,549,558,779
Rockland,1993,3056,913,247,254,78,334,2143,283,583,536,741
Rockland,1994,3023,916,199,245,77,395,2107,337,539,535,696
Rockland,1995,3279,955,221,288,71,375,2324,348,486,703,787
Rockland,1996,3662,1106,263,308,53,482,2556,251,465,749,1091
Rockland,1997,3637,1154,319,333,62,440,2483,213,530,811,929
Rockland,1998,3738,1212,328,274,77,533,2526,206,534,859,927
Rockland,1999,3864,1067,200,283,70,514,2797,304,572,939,982
Rockland,2000,3659,1082,191,264,76,551,2577,237,586,838,916
Rockland,2001,3814,1178,196,308,68,606,2636,226,552,892,966
Rockland,2002,4166,1273,212,348,72,641,2893,268,568,1011,1046
Rockland,2003,4425,1362,315,318,73,656,3063,245,649,1046,1123
Rockland,2004,4612,1310,292,317,86,615,3302,284,748,1046,1224
Rockland,2005,4665,1468,327,351,115,675,3197,266,830,909,1192
Rockland,2006,4789,1487,364,308,113,702,3302,380,911,809,1202
Rockland,2007,4776,1568,355,361,130,722,3208,306,904,779,1219
Rockland,2008,4924,1635,310,383,126,816,3289,337,759,899,1294
Rockland,2009,4820,1474,303,327,130,714,3346,297,780,1036,1233
Rockland,2010,4740,1406,262,286,130,728,3334,288,820,1014,1212
Rockland,2011,4410,1420,275,370,111,664,2990,253,630,916,1191
Rockland,2012,4110,1317,201,315,117,684,2793,280,604,870,1039
Rockland,2013,4014,1220,223,311,89,597,2794,347,609,856,982
Rockland,2014,3965,1191,195,310,81,605,2774,452,613,781,928
Rockland,2015,3915,1212,152,291,93,676,2703,390,704,732,877
Saratoga,1970,271,188,39,25,2,122,83,26,0,12,45
Saratoga,1971,585,198,29,44,1,124,387,127,55,78,127
Saratoga,1972,1088,233,57,38,1,137,855,143,237,204,271
Saratoga,1973,1184,276,73,46,4,153,908,99,390,181,238
Saratoga,1974,1701,284,56,52,10,166,1417,154,512,367,384
Saratoga,1975,1868,419,76,65,5,273,1449,158,592,322,377
Saratoga,1976,2395,400,83,69,12,236,1995,203,784,474,534
Saratoga,1977,2695,414,44,83,21,266,2281,166,909,658,548
Saratoga,1978,2768,463,36,85,16,326,2305,37,959,692,617
Saratoga,1979,3231,586,39,104,30,413,2645,57,1066,765,757
Saratoga,1980,3621,624,37,144,32,411,2997,80,1152,924,841
Saratoga,1981,3484,669,36,128,38,467,2815,69,1041,877,828
Saratoga,1982,3206,564,36,149,46,333,2642,56,1008,813,765
Saratoga,1983,3509,562,44,159,53,306,2947,61,1302,794,790
Saratoga,1984,3406,472,23,134,32,283,2934,25,1293,738,878
Saratoga,1985,3686,640,63,170,36,371,3046,73,1292,752,929
Saratoga,1986,3640,663,41,151,52,419,2977,81,1136,818,942
Saratoga,1987,3522,571,49,151,38,333,2951,74,1119,809,949
Saratoga,1988,3971,691,80,159,50,402,3280,123,1188,860,1109
Saratoga,1989,4463,690,86,147,55,402,3773,74,1356,1004,1339
Saratoga,1990,4319,634,33,160,55,386,3685,56,1267,1063,1299
Saratoga,1991,4359,707,76,176,81,374,3652,40,1216,1040,1356
Saratoga,1992,4333,756,48,233,86,389,3577,54,1167,1026,1330
Saratoga,1993,3794,683,62,173,94,354,3111,63,969,794,1285
Saratoga,1994,3712,704,52,199,111,342,3008,54,884,844,1226
Saratoga,1995,3869,773,60,182,106,425,3096,54,849,818,1375
Saratoga,1996,4002,791,62,187,108,434,3211,60,778,877,1496
Saratoga,1997,3621,736,57,155,98,426,2885,63,696,767,1359
Saratoga,1998,3586,764,64,184,95,421,2822,77,701,751,1293
Saratoga,1999,3402,708,45,160,111,392,2694,59,746,678,1211
Saratoga,2000,3910,801,64,170,112,455,3109,109,812,783,1405
Saratoga,2001,3859,852,71,196,84,501,3007,101,874,740,1292
Saratoga,2002,4179,858,91,203,108,456,3321,136,889,808,1488
Saratoga,2003,4211,868,103,186,119,460,3343,196,1004,769,1374
Saratoga,2004,3698,839,98,165,106,470,2859,125,882,776,1076
Saratoga,2005,3711,874,79,184,134,477,2837,119,936,664,1118
Saratoga,2006,3959,916,126,185,106,499,3043,171,901,814,1157
Saratoga,2007,3915,923,90,181,129,523,2992,170,905,787,1130
Saratoga,2008,3790,913,121,184,136,472,2877,191,780,757,1149
Saratoga,2009,4108,943,104,201,127,511,3165,221,923,795,1226
Saratoga,2010,3964,946,120,173,148,505,3018,250,738,928,1102
Saratoga,2011,3566,898,101,165,111,521,2668,198,597,779,1094
Saratoga,2012,3747,982,127,167,108,580,2765,257,723,756,1029
Saratoga,2013,3970,1018,148,181,127,562,2952,290,759,779,1124
Saratoga,2014,3965,964,152,165,107,540,3001,337,758,913,993
Saratoga,2015,3862,951,127,149,112,563,2911,316,713,933,949
Schenectady,1970,355,188,21,40,2,125,167,56,14,27,70
Schenectady,1971,573,269,96,51,3,119,304,64,27,78,135
Schenectady,1972,1137,243,48,55,6,134,894,72,149,257,416
Schenectady,1973,1413,376,106,84,2,184,1037,130,170,343,394
Schenectady,1974,1594,386,94,87,4,201,1208,160,172,430,446
Schenectady,1975,1666,400,75,90,1,234,1266,149,110,480,527
Schenectady,1976,1523,473,42,155,1,275,1050,68,122,419,441
Schenectady,1977,1532,403,19,97,9,278,1129,58,181,414,476
Schenectady,1978,1900,411,7,133,18,253,1489,17,360,561,551
Schenectady,1979,2031,425,26,126,24,249,1606,29,506,508,563
Schenectady,1980,2591,489,50,121,48,270,2102,41,686,667,708
Schenectady,1981,2586,463,44,131,40,248,2123,30,673,729,691
Schenectady,1982,2486,471,26,158,56,231,2015,29,782,599,605
Schenectady,1983,2462,499,36,140,69,254,1963,34,774,592,563
Schenectady,1984,2583,565,37,163,87,278,2018,29,819,547,623
Schenectady,1985,2292,523,42,142,70,269,1769,28,667,544,530
Schenectady,1986,2596,600,44,139,74,343,1996,50,603,627,716
Schenectady,1987,2688,658,81,178,66,333,2030,72,534,697,727
Schenectady,1988,2954,729,156,161,77,335,2225,88,608,758,771
Schenectady,1989,3101,766,225,173,68,300,2335,160,512,814,849
Schenectady,1990,3238,859,188,249,50,372,2379,132,550,865,832
Schenectady,1991,3717,831,162,231,57,381,2886,164,685,954,1083
Schenectady,1992,3187,807,137,216,52,402,2380,118,610,749,903
Schenectady,1993,3223,839,189,254,41,355,2384,156,636,683,909
Schenectady,1994,2705,785,120,241,38,386,1920,123,404,676,717
Schenectady,1995,2803,760,142,240,42,336,2043,187,411,635,810
Schenectady,1996,3134,935,218,231,47,439,2199,221,436,713,829
Schenectady,1997,3524,1115,229,253,74,559,2409,295,455,616,1043
Schenectady,1998,3781,1166,343,240,88,495,2615,354,446,675,1140
Schenectady,1999,3257,989,238,236,71,444,2268,234,360,615,1059
Schenectady,2000,3125,1052,245,235,68,504,2073,183,290,624,976
Schenectady,2001,3433,1073,247,245,49,532,2360,132,337,753,1138
Schenectady,2002,3651,1073,257,224,57,535,2578,129,395,855,1199
Schenectady,2003,3774,1074,258,211,63,542,2700,180,374,849,1297
Schenectady,2004,3861,1083,241,243,52,547,2778,161,394,898,1325
Schenectady,2005,4152,1132,232,254,64,582,3020,226,459,913,1422
Schenectady,2006,4382,1351,352,314,53,632,3031,270,481,870,1410
Schenectady,2007,4044,1219,260,277,73,609,2825,181,473,856,1315
Schenectady,2008,4072,1213,172,329,63,649,2859,149,404,948,1358
Schenectady,2009,4260,1191,183,292,73,643,3069,166,347,1016,1540
Schenectady,2010,4521,1398,212,384,80,722,3123,182,363,1044,1534
Schenectady,2011,4393,1303,160,335,72,736,3090,171,441,1038,1440
Schenectady,2012,4662,1414,156,370,58,830,3248,181,296,1177,1594
Schenectady,2013,4570,1325,234,327,44,720,3245,197,306,1182,1560
Schenectady,2014,4138,1321,286,288,42,705,2817,213,229,1067,1308
Schenectady,2015,4288,1398,297,310,47,744,2890,284,268,1126,1212
Schoharie,1970,77,52,17,4,0,31,25,8,0,4,13
Schoharie,1971,69,31,3,3,0,25,38,8,1,8,21
Schoharie,1972,221,77,5,6,1,65,144,7,30,33,74
Schoharie,1973,312,74,30,15,1,28,238,51,22,106,59
Schoharie,1974,398,95,30,8,1,56,303,103,58,65,77
Schoharie,1975,378,91,23,18,1,49,287,46,78,84,79
Schoharie,1976,347,107,18,29,2,58,240,36,61,67,76
Schoharie,1977,349,95,7,15,2,71,254,23,91,61,79
Schoharie,1978,374,85,6,10,3,66,289,20,91,73,105
Schoharie,1979,390,95,2,21,1,71,295,6,111,99,79
Schoharie,1980,481,139,14,22,8,95,342,10,129,110,93
Schoharie,1981,566,127,6,19,8,94,439,10,187,107,135
Schoharie,1982,555,135,24,21,5,85,420,11,160,92,157
Schoharie,1983,546,75,7,13,10,45,471,6,142,164,159
Schoharie,1984,652,105,6,21,12,66,547,12,197,151,187
Schoharie,1985,667,92,3,26,10,53,575,3,208,179,185
Schoharie,1986,810,141,5,33,4,99,669,5,214,215,235
Schoharie,1987,728,110,6,25,6,73,618,18,207,221,172
Schoharie,1988,712,130,12,37,8,73,582,25,183,207,167
Schoharie,1989,846,147,3,41,22,81,699,18,304,179,198
Schoharie,1990,948,161,8,45,23,85,787,47,271,205,264
Schoharie,1991,909,133,5,32,26,70,776,31,257,192,296
Schoharie,1992,842,148,8,32,22,86,694,32,257,156,249
Schoharie,1993,719,120,9,30,19,62,599,18,204,158,219
Schoharie,1994,662,120,7,23,25,65,542,21,215,119,187
Schoharie,1995,630,125,15,25,19,66,505,24,146,135,200
Schoharie,1996,692,152,10,31,15,96,540,18,163,149,210
Schoharie,1997,739,158,4,20,30,104,581,6,125,178,272
Schoharie,1998,756,163,7,19,24,113,593,20,153,155,265
Schoharie,1999,616,110,6,17,17,70,506,7,131,142,226
Schoharie,2000,691,148,23,23,23,79,543,13,153,136,241
Schoharie,2001,681,140,14,24,23,79,541,14,160,138,229
Schoharie,2002,687,141,14,24,20,83,546,16,166,127,237
Schoharie,2003,735,154,13,28,24,89,581,17,187,173,204
Schoharie,2004,659,120,8,32,15,65,539,15,171,126,227
Schoharie,2005,685,160,25,16,18,101,525,33,166,134,192
Schoharie,2006,579,123,22,13,19,69,456,12,142,103,199
Schoharie,2007,609,146,11,21,32,82,463,19,139,105,200
Schoharie,2008,717,155,9,22,21,103,562,19,215,116,212
Schoharie,2009,755,154,11,26,26,91,601,37,192,166,206
Schoharie,2010,650,147,26,26,24,71,503,46,162,117,178
Schoharie,2011,583,137,18,27,17,75,446,36,131,103,176
Schoharie,2012,611,180,20,44,15,101,431,42,113,115,161
Schoharie,2013,693,174,21,34,18,101,519,77,135,146,161
Schoharie,2014,446,97,14,17,9,57,349,43,72,106,128
Schoharie,2015,539,123,8,14,14,87,416,18,126,141,131
Schuyler,1970,99,34,9,2,4,19,65,23,16,9,17
Schuyler,1971,121,30,6,3,3,18,91,11,20,25,35
Schuyler,1972,153,49,14,9,4,22,104,43,18,11,32
Schuyler,1973,310,52,17,7,4,24,258,124,30,22,82
Schuyler,1974,275,73,14,9,1,49,202,69,37,29,67
Schuyler,1975,239,42,2,7,2,31,197,46,41,49,61
Schuyler,1976,257,52,13,6,1,32,205,42,56,44,63
Schuyler,1977,179,44,2,4,1,37,135,12,26,38,59
Schuyler,1978,292,58,5,11,2,40,234,11,36,71,116
Schuyler,1979,363,79,8,16,6,49,284,7,40,84,153
Schuyler,1980,325,78,7,10,2,59,247,14,25,74,134
Schuyler,1981,266,58,3,14,4,37,208,4,34,82,88
Schuyler,1982,291,70,0,16,12,42,221,0,65,68,88
Schuyler,1983,304,60,3,15,14,28,244,3,96,51,94
Schuyler,1984,324,64,0,18,16,30,260,3,101,53,103
Schuyler,1985,334,71,3,25,8,35,263,4,79,69,111
Schuyler,1986,331,62,1,18,10,33,269,2,90,69,108
Schuyler,1987,351,51,0,16,14,21,300,13,88,70,129
Schuyler,1988,418,95,1,25,10,59,323,3,89,79,152
Schuyler,1989,479,93,4,12,18,59,386,0,121,105,160
Schuyler,1990,487,96,5,13,22,56,391,7,116,87,181
Schuyler,1991,434,102,11,25,15,51,332,1,79,95,157
Schuyler,1992,553,124,6,26,19,73,429,2,135,104,188
Schuyler,1993,425,93,7,25,17,44,332,3,97,73,159
Schuyler,1994,380,77,3,14,21,39,303,5,106,59,133
Schuyler,1995,415,103,9,12,18,64,312,8,66,81,157
Schuyler,1996,480,100,5,19,24,52,380,10,114,66,190
Schuyler,1997,380,87,4,25,17,41,293,8,101,43,141
Schuyler,1998,428,95,5,21,17,52,333,9,88,53,183
Schuyler,1999,420,122,3,29,25,65,298,5,72,51,170
Schuyler,2000,448,96,2,18,37,39,352,5,93,60,194
Schuyler,2001,396,69,3,12,15,39,327,3,86,57,181
Schuyler,2002,444,87,9,20,16,42,357,5,97,42,213
Schuyler,2003,425,92,4,19,19,50,333,10,98,61,164
Schuyler,2004,424,101,13,15,22,51,323,8,66,94,155
Schuyler,2005,394,88,10,21,10,47,306,2,80,86,138
Schuyler,2006,380,81,12,11,19,39,299,13,75,61,150
Schuyler,2007,380,108,8,19,35,46,272,7,80,43,142
Schuyler,2008,345,85,5,9,31,40,260,14,68,56,122
Schuyler,2009,361,113,22,25,25,41,248,11,74,48,115
Schuyler,2010,374,101,10,10,17,64,273,10,66,59,138
Schuyler,2011,387,118,28,18,18,54,269,12,72,58,127
Schuyler,2012,402,78,9,20,12,37,324,11,81,86,146
Schuyler,2013,386,116,16,20,18,62,270,8,70,87,105
Schuyler,2014,355,92,9,9,14,60,263,12,54,91,106
Schuyler,2015,328,98,21,11,16,50,230,17,55,74,84
Seneca,1970,188,36,1,3,3,29,152,36,53,14,49
Seneca,1971,341,77,11,11,3,52,264,25,79,47,113
Seneca,1972,452,52,15,11,4,22,400,78,87,72,163
Seneca,1973,508,78,27,5,4,42,430,99,113,70,148
Seneca,1974,557,92,16,12,1,63,465,86,130,105,144
Seneca,1975,618,132,19,12,3,98,486,80,125,102,179
Seneca,1976,747,121,14,27,6,74,626,69,204,144,209
Seneca,1977,725,123,12,25,11,75,602,52,223,142,185
